,stock_C,stock_E,stock_N,stock_P,stock_S,total_emissions
CH1SP0SE0WE1BP0RE0CO0DI1WO1CS0,104834560.0,6469626.0,10968185.0,16131385.0,1144796.0,1236028700826.197
CH1SP0SE0WE1BP0RE0CO1DI0WO0CS0,108223121.0,3350147.0,12918158.0,14137621.0,919505.0,1261786666449.0703
CH1SP0SE0WE1BP0RE0CO1DI0WO0CS1,108032426.0,3115194.0,12902852.0,13943874.0,1554206.0,1262760255572.6235
CH1SP0SE0WE1BP0RE0CO1DI0WO1CS0,106852333.0,6438717.0,12039354.0,13265021.0,953127.0,1256242231385.1565
CH1SP0SE0WE1BP0RE0CO1DI1WO0CS0,103867596.0,4279303.0,11725177.0,18908138.0,768338.0,1238020771060.5698
CH1SP0SE0WE1BP0RE1CO0DI0WO0CS0,105976027.0,4371856.0,12469881.0,15304792.0,1425996.0,1239184243561.3286
CH1SP0SE0WE1BP0RE1CO0DI0WO0CS1,105909896.0,3786108.0,12495849.0,15221380.0,2135319.0,1241445150857.6143
CH1SP0SE0WE1BP0RE1CO0DI0WO1CS0,104896228.0,7088326.0,11815561.0,14481395.0,1267042.0,1234405984571.4683
CH1SP0SE0WE1BP0RE1CO0DI0WO1CS1,104629840.0,6939420.0,11780118.0,14171771.0,2027403.0,1235977153726.3413
CH1SP0SE0WE1BP0RE1CO0DI1WO0CS0,101040514.0,5139102.0,11292420.0,20790732.0,1285784.0,1214282870738.9084
CH1SP0SE0WE1BP0RE1CO0DI1WO0CS1,100875120.0,4820989.0,11245931.0,20805438.0,1801074.0,1215324022408.3247
CH1SP0SE0WE1BP0RE1CO0DI1WO1CS0,99858661.0,8555201.0,10615915.0,19105040.0,1413735.0,1210374542064.3342
CH1SP0SE0WE1BP0RE1CO1DI0WO0CS0,104095979.0,5233953.0,12448506.0,16641696.0,1128418.0,1242659640068.1404
CH1SP0SE0WE1BP0RE1CO1DI0WO0CS1,103899351.0,4850796.0,12468942.0,16338343.0,1991120.0,1245329653855.2285
CH1SP0SE0WE1BP0RE1CO1DI0WO1CS0,102582029.0,9021649.0,11633291.0,15220390.0,1091193.0,1235430311696.1064
CH1SP0SE0WE1BP0RE1CO1DI1WO0CS0,98515414.0,5959315.0,11344025.0,22395409.0,1334389.0,1212125196575.2617
CH1SP0SE0WE1BP1RE0CO0DI0WO0CS0,109835393.0,2042757.0,16247774.0,10729550.0,693078.0,1240849801134.105
CH1SP0SE0WE1BP1RE0CO0DI0WO0CS1,109738050.0,1716859.0,15938207.0,10720346.0,1435090.0,1244149090532.7075
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS0,108668828.0,4238623.0,15437243.0,10376232.0,827626.0,1237790934459.3115
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS1,108615878.0,4151218.0,15465491.0,10316073.0,999892.0,1237989662749.669
CH1SP0SE0WE1BP1RE0CO0DI1WO0CS0,106067452.0,3009820.0,14300209.0,15300872.0,870199.0,1227972587826.338
CH1SP0SE0WE1BP1RE0CO0DI1WO0CS1,105997804.0,2832847.0,14224785.0,15262317.0,1230799.0,1229062449339.1094
CH1SP0SE0WE1BP1RE0CO0DI1WO1CS0,104946645.0,5740975.0,13421008.0,14417795.0,1022129.0,1225523162657.4565
CH1SP0SE0WE1BP1RE0CO1DI0WO0CS0,108091159.0,2682619.0,16346717.0,11666185.0,761872.0,1246138418001.974
CH1SP0SE0WE1BP1RE0CO1DI0WO0CS1,107932401.0,2521642.0,16011576.0,11599554.0,1483379.0,1249072413579.8726
CH1SP0SE0WE1BP1RE0CO1DI0WO1CS0,106723344.0,5630172.0,15537360.0,10924260.0,733416.0,1240349226887.545
CH1SP0SE0WE1BP1RE0CO1DI1WO0CS0,103994245.0,3946965.0,14300708.0,16617649.0,688985.0,1228364518482.4421
CH1SP0SE1WE0BP0RE0CO0DI0WO0CS0,109397139.0,3737436.0,12311335.0,13000779.0,1101863.0,1406983215454.67
CH1SP0SE1WE0BP0RE0CO0DI0WO0CS1,109200002.0,3196617.0,12372040.0,12948406.0,1831487.0,1409187316258.7817
CH1SP0SE1WE0BP0RE0CO0DI0WO1CS0,108422599.0,6269536.0,11625304.0,12251018.0,980095.0,1402783357471.6602
CH1SP0SE1WE0BP0RE0CO0DI0WO1CS1,108194811.0,5802229.0,11644785.0,12163879.0,1742848.0,1404937872825.4653
CH1SP0SE1WE0BP0RE0CO0DI1WO0CS0,105322537.0,4681191.0,11253686.0,17251881.0,1039257.0,1382222272704.8843
CH1SP0SE1WE0BP0RE0CO0DI1WO0CS1,105153845.0,4495759.0,11282891.0,16943184.0,1672873.0,1383892672588.1987
CH1SP0SE1WE0BP0RE0CO0DI1WO1CS0,104211492.0,7855370.0,10474876.0,16045103.0,961711.0,1377073462978.452
CH1SP0SE1WE0BP0RE0CO1DI0WO0CS0,107494103.0,4793713.0,12354926.0,13782119.0,1123691.0,1388780045572.7666
CH1SP0SE1WE0BP0RE0CO1DI0WO0CS1,107131405.0,4548411.0,12349937.0,13857743.0,1661056.0,1388994132488.001
CH1SP0SE1WE0BP0RE0CO1DI0WO1CS0,106028464.0,8123445.0,11429742.0,12977710.0,989191.0,1381554938057.9805
CH1SP0SE1WE0BP0RE0CO1DI1WO0CS0,103006290.0,5676639.0,11237309.0,18465072.0,1163242.0,1361250695746.8892
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS0,105237672.0,5838809.0,11954999.0,15261395.0,1255677.0,1378647108548.9421
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS1,104664853.0,5543831.0,11945809.0,14742251.0,2651808.0,1382075742142.1108
CH1SP0SE1WE0BP0RE1CO0DI0WO1CS0,103944236.0,8953636.0,11251864.0,14317363.0,1081453.0,1371421990020.6099
CH1SP0SE1WE0BP0RE1CO0DI0WO1CS1,103520742.0,8653387.0,11195396.0,13845158.0,2333869.0,1375001239876.4585
CH1SP0SE1WE0BP0RE1CO0DI1WO0CS0,99882560.0,6747082.0,10729413.0,20850570.0,1338927.0,1344484002088.0132
CH1SP0SE1WE0BP0RE1CO0DI1WO0CS1,99603115.0,6663609.0,10798977.0,20433821.0,2049030.0,1346104133345.4895
CH1SP0SE1WE0BP0RE1CO0DI1WO1CS0,98778337.0,10244793.0,10108106.0,18841491.0,1575825.0,1340617163110.833
CH1SP0SE1WE0BP0RE1CO1DI0WO0CS0,103083307.0,7012076.0,11982201.0,16161139.0,1309829.0,1360118441945.0496
CH1SP0SE1WE0BP0RE1CO1DI0WO0CS1,102547476.0,6606299.0,11841712.0,15785898.0,2767167.0,1364848365931.3406
CH1SP0SE1WE0BP0RE1CO1DI0WO1CS0,101570210.0,10971764.0,10991264.0,14720975.0,1294339.0,1353769077256.1274
CH1SP0SE1WE0BP0RE1CO1DI1WO0CS0,97390993.0,7801478.0,10730176.0,22247401.0,1378504.0,1323446855494.1382
CH1SP0SE1WE0BP1RE0CO0DI0WO0CS0,109398556.0,2879331.0,15953518.0,10731199.0,585948.0,1387835514713.8557
CH1SP0SE1WE0BP1RE0CO0DI0WO0CS1,109119024.0,2600627.0,15543321.0,10783289.0,1502291.0,1392020853512.4587
CH1SP0SE1WE0BP1RE0CO0DI0WO1CS0,108063673.0,5597161.0,14794965.0,10167715.0,925038.0,1385380684131.0273
CH1SP0SE1WE0BP1RE0CO0DI0WO1CS1,107942488.0,5334772.0,14637709.0,10203868.0,1429715.0,1387701414164.56
CH1SP0SE1WE0BP1RE0CO0DI1WO0CS0,105408301.0,4265090.0,13901614.0,15066184.0,907363.0,1369608475779.009
CH1SP0SE1WE0BP1RE0CO0DI1WO0CS1,105338693.0,3824096.0,13786461.0,15083269.0,1516033.0,1373197327568.6118
CH1SP0SE1WE0BP1RE0CO0DI1WO1CS0,104170620.0,7325123.0,12905288.0,14164602.0,982919.0,1365841602529.472
CH1SP0SE1WE0BP1RE0CO1DI0WO0CS0,107402054.0,4050046.0,15870936.0,11585575.0,639941.0,1369769927593.5115
CH1SP0SE1WE0BP1RE0CO1DI0WO0CS1,106977005.0,3931946.0,15527057.0,11476329.0,1636215.0,1373327433233.127
CH1SP0SE1WE0BP1RE0CO1DI0WO1CS0,105919236.0,7217379.0,14852003.0,10777573.0,782361.0,1364367003345.5532
CH1SP0SE1WE0BP1RE0CO1DI1WO0CS0,103045423.0,5364122.0,13802654.0,16529008.0,807345.0,1348021356308.7744
CH1SP0SE1WE0BP1RE1CO0DI0WO0CS0,105245246.0,5101175.0,15809252.0,12557178.0,835701.0,1359185751841.7305
CH1SP0SE1WE0BP1RE1CO0DI0WO0CS1,104775721.0,4671599.0,15289042.0,12445915.0,2366275.0,1366420438987.9863
CH1SP0SE1WE0BP1RE1CO0DI0WO1CS0,103858818.0,8278273.0,14678674.0,11917190.0,815597.0,1354129329259.501
CH1SP0SE1WE0BP1RE1CO0DI0WO1CS1,103391192.0,7931120.0,14581202.0,11704453.0,1940585.0,1356999554937.8936
CH1SP0SE1WE0BP1RE1CO0DI1WO0CS0,100009130.0,6364570.0,13362031.0,18686780.0,1126041.0,1332307591733.093
CH1SP0SE1WE0BP1RE1CO0DI1WO0CS1,99896014.0,6012034.0,13185162.0,18532792.0,1922550.0,1336764125611.3027
CH1SP0SE1WE0BP1RE1CO0DI1WO1CS0,98750617.0,9902036.0,12469932.0,17289579.0,1136388.0,1327803513901.3262
CH1SP0SE1WE0BP1RE1CO1DI0WO0CS0,103141885.0,6492190.0,15617702.0,13544217.0,752558.0,1341253375804.045
CH1SP0SE1WE0BP1RE1CO1DI0WO0CS1,102465774.0,5874927.0,15185508.0,13410154.0,2612189.0,1348098403631.427
CH1SP0SE1WE0BP1RE1CO1DI0WO1CS0,101447699.0,10254920.0,14396267.0,12494759.0,954907.0,1336125394436.871
CH1SP0SE1WE0BP1RE1CO1DI1WO0CS0,97487247.0,7447268.0,13216341.0,20058947.0,1338749.0,1312733058687.73
CH1SP0SE1WE1BP0RE0CO0DI0WO0CS0,109822157.0,3254947.0,12499087.0,13016047.0,956314.0,1257912814746.4802
CH1SP0SE1WE1BP0RE0CO0DI0WO0CS1,109642860.0,3206316.0,12404224.0,12849908.0,1445244.0,1259196793581.0527
CH1SP0SE1WE1BP0RE0CO0DI0WO1CS0,108812685.0,5726818.0,11724289.0,12225107.0,1059653.0,1255548012174.3032
CH1SP0SE1WE1BP0RE0CO0DI0WO1CS1,108534473.0,5934420.0,11647495.0,12082241.0,1349923.0,1255365604385.258
CH1SP0SE1WE1BP0RE0CO0DI1WO0CS0,105669332.0,4725010.0,11313645.0,16923453.0,917112.0,1238935688287.2502
CH1SP0SE1WE1BP0RE0CO0DI1WO0CS1,105558363.0,4514633.0,11128796.0,16787638.0,1559122.0,1241733121935.9387
CH1SP0SE1WE1BP0RE0CO0DI1WO1CS0,104672690.0,7369015.0,10592287.0,15994342.0,920218.0,1235464931986.0205
CH1SP0SE1WE1BP0RE0CO1DI0WO0CS0,107919203.0,4256876.0,12471263.0,13862003.0,1039207.0,1262164000945.3604
CH1SP0SE1WE1BP0RE0CO1DI0WO0CS1,107777089.0,4032180.0,12476341.0,13728121.0,1534821.0,1263523383623.7974
CH1SP0SE1WE1BP0RE0CO1DI0WO1CS0,106669529.0,7392257.0,11614622.0,12885001.0,987143.0,1256419007775.594
CH1SP0SE1WE1BP0RE0CO1DI1WO0CS0,103656103.0,5200410.0,11268266.0,18347798.0,1075975.0,1240599540483.7441
CH1SP0SE1WE1BP0RE1CO0DI0WO0CS0,105904035.0,5292646.0,12044212.0,15297126.0,1010533.0,1238980593874.972
CH1SP0SE1WE1BP0RE1CO0DI0WO0CS1,105662070.0,4959440.0,12085688.0,14905209.0,1936145.0,1241113539931.1133
CH1SP0SE1WE1BP0RE1CO0DI0WO1CS0,104612470.0,8238327.0,11325139.0,14168763.0,1203853.0,1234993091135.7378
CH1SP0SE1WE1BP0RE1CO0DI0WO1CS1,104416385.0,7979448.0,11264051.0,13934609.0,1954059.0,1236797353037.4614
CH1SP0SE1WE1BP0RE1CO0DI1WO0CS0,100810891.0,5924407.0,10903320.0,20526744.0,1383190.0,1215268867153.9785
CH1SP0SE1WE1BP0RE1CO0DI1WO0CS1,100725068.0,5917291.0,10905632.0,19788787.0,2211774.0,1217971498659.705
CH1SP0SE1WE1BP0RE1CO0DI1WO1CS0,99698612.0,9532883.0,10160487.0,18872099.0,1284471.0,1210899046788.3357
CH1SP0SE1WE1BP0RE1CO1DI0WO0CS0,103775108.0,6323125.0,11924266.0,16332284.0,1193769.0,1243655602114.38
CH1SP0SE1WE1BP0RE1CO1DI0WO0CS1,103493177.0,6090458.0,12049479.0,15665805.0,2249633.0,1245455760263.4326
CH1SP0SE1WE1BP0RE1CO1DI0WO1CS0,102374945.0,10151503.0,11106471.0,14876329.0,1039304.0,1236023166684.105
CH1SP0SE1WE1BP0RE1CO1DI1WO0CS0,98345715.0,7183898.0,10852788.0,22050825.0,1115326.0,1211844420452.73
CH1SP0SE1WE1BP1RE0CO0DI0WO0CS0,109671864.0,2636065.0,15829593.0,10731297.0,679733.0,1241935384957.5977
CH1SP0SE1WE1BP1RE0CO0DI0WO0CS1,109518904.0,2520584.0,15764254.0,10610361.0,1134449.0,1242751962384.4531
CH1SP0SE1WE1BP1RE0CO0DI0WO1CS0,108567373.0,5054981.0,15048460.0,10222176.0,655562.0,1238615555669.7827
CH1SP0SE1WE1BP1RE0CO0DI0WO1CS1,108376490.0,5076682.0,14860190.0,10118363.0,1116827.0,1240082654089.1865
CH1SP0SE1WE1BP1RE0CO0DI1WO0CS0,105879458.0,3863245.0,13895806.0,14937705.0,972338.0,1229081328852.9094
CH1SP0SE1WE1BP1RE0CO0DI1WO0CS1,105683601.0,3708109.0,13667057.0,14878207.0,1611578.0,1231617330318.288
CH1SP0SE1WE1BP1RE0CO0DI1WO1CS0,104798421.0,6754563.0,12986141.0,13930001.0,1079426.0,1227109469004.26
CH1SP0SE1WE1BP1RE0CO1DI0WO0CS0,107957557.0,3426062.0,16175856.0,11311700.0,677377.0,1245475140958.3325
CH1SP0SE1WE1BP1RE0CO1DI0WO0CS1,107674541.0,3272067.0,15857426.0,11419819.0,1324699.0,1247860008720.08
CH1SP0SE1WE1BP1RE0CO1DI0WO1CS0,106428053.0,6696965.0,14890122.0,10717016.0,816396.0,1241212349341.3594
CH1SP0SE1WE1BP1RE0CO1DI1WO0CS0,103854745.0,4719648.0,13962239.0,16207476.0,804444.0,1229380677978.7314
CH1SP1SE0WE0BP0RE0CO0DI0WO0CS0,107246069.0,1901206.0,8968914.0,20622306.0,810057.0,1398830903968.1797
CH1SP1SE0WE0BP0RE0CO0DI0WO0CS1,107000568.0,1661838.0,9094594.0,20311363.0,1480189.0,1400133880602.6465
CH1SP1SE0WE0BP0RE0CO0DI0WO1CS0,106420336.0,3979468.0,8822903.0,19438996.0,886849.0,1394750531039.182
CH1SP1SE0WE0BP0RE0CO0DI0WO1CS1,106159271.0,4006059.0,8780679.0,19017995.0,1584548.0,1397605158858.1558
CH1SP1SE0WE0BP0RE0CO0DI1WO0CS0,102257499.0,2704188.0,7977085.0,25991756.0,618024.0,1363839100185.8647
CH1SP1SE0WE0BP0RE0CO0DI1WO0CS1,102047641.0,2689380.0,7930478.0,25530374.0,1350679.0,1367124872434.098
CH1SP1SE0WE0BP0RE0CO0DI1WO1CS0,101556846.0,4741112.0,7804680.0,24619466.0,826448.0,1361993435189.8772
CH1SP1SE0WE0BP0RE0CO1DI0WO0CS0,105169919.0,2665546.0,9046831.0,21853501.0,812755.0,1377939646474.2578
CH1SP1SE0WE0BP0RE0CO1DI0WO0CS1,104884385.0,2627201.0,9015864.0,21833132.0,1187970.0,1378434991758.399
CH1SP1SE0WE0BP0RE0CO1DI0WO1CS0,104112861.0,5236664.0,8721653.0,20650935.0,826439.0,1373175310398.3235
CH1SP1SE0WE0BP0RE0CO1DI1WO0CS0,99751193.0,3110701.0,7909615.0,27863851.0,913192.0,1341972804132.1843
CH1SP1SE0WE0BP0RE1CO0DI0WO0CS0,102664830.0,4069648.0,8774815.0,23212633.0,826626.0,1365699847346.3704
CH1SP1SE0WE0BP0RE1CO0DI0WO0CS1,102475769.0,3411616.0,8672730.0,23230764.0,1757673.0,1369392156849.1118
CH1SP1SE0WE0BP0RE1CO0DI0WO1CS0,101719115.0,6518341.0,8453931.0,21783221.0,1073944.0,1362261150773.6587
CH1SP1SE0WE0BP0RE1CO0DI0WO1CS1,101363824.0,6338383.0,8420077.0,21776814.0,1649454.0,1362993285922.7622
CH1SP1SE0WE0BP0RE1CO0DI1WO0CS0,96720138.0,4302643.0,7625373.0,29788222.0,1112176.0,1325708947461.727
CH1SP1SE0WE0BP0RE1CO0DI1WO0CS1,96604116.0,3772372.0,7719963.0,29439103.0,2012998.0,1329605275108.2346
CH1SP1SE0WE0BP0RE1CO0DI1WO1CS0,95776974.0,7248210.0,7439084.0,27875765.0,1208519.0,1321509548371.8486
CH1SP1SE0WE0BP0RE1CO1DI0WO0CS0,100564453.0,4643671.0,8655348.0,25030918.0,654162.0,1345933689662.053
CH1SP1SE0WE0BP0RE1CO1DI0WO0CS1,100202687.0,3913252.0,8729269.0,24461945.0,2241399.0,1351052827006.7183
CH1SP1SE0WE0BP0RE1CO1DI0WO1CS0,99264120.0,7958962.0,8381907.0,22944407.0,999156.0,1340334107634.1575
CH1SP1SE0WE0BP0RE1CO1DI1WO0CS0,93960797.0,4929665.0,7596921.0,31898735.0,1162434.0,1302260336208.9946
CH1SP1SE0WE0BP1RE0CO0DI0WO0CS0,107282127.0,1821799.0,12328274.0,17375124.0,741228.0,1384418351252.2793
CH1SP1SE0WE0BP1RE0CO0DI0WO0CS1,107015713.0,1613630.0,12160127.0,17340515.0,1418567.0,1386744082493.9995
CH1SP1SE0WE0BP1RE0CO0DI0WO1CS0,106448025.0,3665451.0,11948145.0,16746402.0,740529.0,1380909589840.2612
CH1SP1SE0WE0BP1RE0CO0DI0WO1CS1,106362571.0,3522562.0,11854928.0,16708039.0,1100452.0,1382891244080.8691
CH1SP1SE0WE0BP1RE0CO0DI1WO0CS0,102492201.0,2289641.0,10218805.0,23753523.0,794382.0,1357331810038.2039
CH1SP1SE0WE0BP1RE0CO0DI1WO0CS1,102318562.0,2152282.0,10119517.0,23580266.0,1377925.0,1359663527587.3225
CH1SP1SE0WE0BP1RE0CO0DI1WO1CS0,101470786.0,4884267.0,9789898.0,22406166.0,997435.0,1353636905399.6172
CH1SP1SE0WE0BP1RE0CO1DI0WO0CS0,105269131.0,2392221.0,12253361.0,18979062.0,654777.0,1364510653306.0332
CH1SP1SE0WE0BP1RE0CO1DI0WO0CS1,104938295.0,2257934.0,12120776.0,18930533.0,1301014.0,1366037395947.4622
CH1SP1SE0WE0BP1RE0CO1DI0WO1CS0,104037689.0,5097442.0,11867565.0,17844469.0,701387.0,1358269706185.959
CH1SP1SE0WE0BP1RE0CO1DI1WO0CS0,99734770.0,3137400.0,10186456.0,25842021.0,647905.0,1331038399800.7563
CH1SP1SE0WE0BP1RE1CO0DI0WO0CS0,102790102.0,3664732.0,12026491.0,20063353.0,1003874.0,1353329786285.5151
CH1SP1SE0WE0BP1RE1CO0DI0WO0CS1,102448439.0,3243647.0,11750687.0,20054177.0,2051602.0,1357649607155.6367
CH1SP1SE0WE0BP1RE1CO0DI0WO1CS0,101846817.0,6050436.0,11653485.0,19098722.0,899092.0,1348166828198.2188
CH1SP1SE0WE0BP1RE1CO0DI0WO1CS1,101477343.0,6078775.0,11505010.0,18892352.0,1595072.0,1350105545646.9175
CH1SP1SE0WE0BP1RE1CO0DI1WO0CS0,96700608.0,4152813.0,9805657.0,27759363.0,1130111.0,1316408135072.4277
CH1SP1SE0WE0BP1RE1CO0DI1WO0CS1,96521573.0,3719222.0,9617269.0,27637760.0,2052728.0,1320770137550.4006
CH1SP1SE0WE0BP1RE1CO0DI1WO1CS0,95883405.0,7181180.0,9480007.0,25961758.0,1042202.0,1312605099481.724
CH1SP1SE0WE0BP1RE1CO1DI0WO0CS0,100482449.0,4499102.0,11909738.0,21639680.0,1017583.0,1333340828366.9724
CH1SP1SE0WE0BP1RE1CO1DI0WO0CS1,100254641.0,3899802.0,11853895.0,21513366.0,2026848.0,1337045184190.525
CH1SP1SE0WE0BP1RE1CO1DI0WO1CS0,99360394.0,7674171.0,11659039.0,20050831.0,804117.0,1326447717797.1963
CH1SP1SE0WE0BP1RE1CO1DI1WO0CS0,94058557.0,4728962.0,9724394.0,29731352.0,1305287.0,1294347902194.8564
CH1SP1SE0WE1BP0RE0CO0DI0WO0CS0,107618307.0,1765178.0,9073881.0,20229245.0,861941.0,1255077647974.5352
CH1SP1SE0WE1BP0RE0CO0DI0WO0CS1,107408700.0,1698014.0,9029794.0,20102011.0,1310033.0,1255832008644.0408
CH1SP1SE0WE1BP0RE0CO0DI0WO1CS0,106730660.0,3795455.0,8849831.0,19362015.0,810591.0,1250930552733.7632
CH1SP1SE0WE1BP0RE0CO0DI0WO1CS1,106617091.0,3443530.0,8856509.0,19053880.0,1577542.0,1253411490113.8604
CH1SP1SE0WE1BP0RE0CO0DI1WO0CS0,102987465.0,2210856.0,7932177.0,25592282.0,825772.0,1231827547974.912
CH1SP1SE0WE1BP0RE0CO0DI1WO0CS1,102733258.0,2055465.0,7998692.0,25181392.0,1579745.0,1233427470821.9282
CH1SP1SE0WE1BP0RE0CO0DI1WO1CS0,102068477.0,4505887.0,7783902.0,24205348.0,984938.0,1228210119938.434
CH1SP1SE0WE1BP0RE0CO1DI0WO0CS0,105699787.0,2229430.0,9095536.0,21826196.0,697603.0,1254248355398.8755
CH1SP1SE0WE1BP0RE0CO1DI0WO0CS1,105496482.0,2154061.0,9019445.0,21614876.0,1263688.0,1255797037570.5864
CH1SP1SE0WE1BP0RE0CO1DI0WO1CS0,104782335.0,4591578.0,8847698.0,20437762.0,889179.0,1250643152561.2124
CH1SP1SE0WE1BP0RE0CO1DI1WO0CS0,100588087.0,2596095.0,8009244.0,27461658.0,893468.0,1225183761124.888
CH1SP1SE0WE1BP0RE1CO0DI0WO0CS0,103535994.0,3069554.0,8794439.0,23117563.0,1031002.0,1234521759809.017
CH1SP1SE0WE1BP0RE1CO0DI0WO0CS1,103306264.0,2984671.0,8743547.0,22822111.0,1691959.0,1236440083641.3708
CH1SP1SE0WE1BP0RE1CO0DI0WO1CS0,102663562.0,5332696.0,8584101.0,21963102.0,1005091.0,1230204516360.2854
CH1SP1SE0WE1BP0RE1CO0DI0WO1CS1,102345543.0,5541770.0,8566332.0,21488531.0,1606376.0,1230879758974.6216
CH1SP1SE0WE1BP0RE1CO0DI1WO0CS0,97739202.0,3655101.0,7785710.0,29425199.0,943340.0,1202947366702.1694
CH1SP1SE0WE1BP0RE1CO0DI1WO0CS1,97601318.0,3500856.0,7664299.0,29168116.0,1613963.0,1205671837602.2812
CH1SP1SE0WE1BP0RE1CO0DI1WO1CS0,96923854.0,6418683.0,7474991.0,27431918.0,1299106.0,1201380970109.775
CH1SP1SE0WE1BP0RE1CO1DI0WO0CS0,101338694.0,3898040.0,8722075.0,24811049.0,778694.0,1232521451339.563
CH1SP1SE0WE1BP0RE1CO1DI0WO0CS1,101197275.0,3198061.0,8724817.0,24524476.0,1903923.0,1235919276907.4624
CH1SP1SE0WE1BP0RE1CO1DI0WO1CS0,100317999.0,6729848.0,8464258.0,23267417.0,769030.0,1226997666621.7197
CH1SP1SE0WE1BP0RE1CO1DI1WO0CS0,95232165.0,4149893.0,7642701.0,31636043.0,887750.0,1196104063346.0273
CH1SP1SE0WE1BP1RE0CO0DI0WO0CS0,107622033.0,1497935.0,12461596.0,17310534.0,656454.0,1240192119732.1455
CH1SP1SE0WE1BP1RE0CO0DI0WO0CS1,107433242.0,1347976.0,12270512.0,17176249.0,1320573.0,1242513594032.3828
CH1SP1SE0WE1BP1RE0CO0DI0WO1CS0,106889366.0,3327812.0,12116751.0,16670744.0,543879.0,1237320300241.253
CH1SP1SE0WE1BP1RE0CO0DI0WO1CS1,106689807.0,3222973.0,11715421.0,16652780.0,1267571.0,1240775849647.2598
CH1SP1SE0WE1BP1RE0CO0DI1WO0CS0,102990172.0,1903850.0,10183765.0,23455053.0,1015712.0,1223044808439.9668
CH1SP1SE0WE1BP1RE0CO0DI1WO0CS1,102820096.0,2082257.0,10112288.0,23257503.0,1276408.0,1223329572805.4814
CH1SP1SE0WE1BP1RE0CO0DI1WO1CS0,102048760.0,4453709.0,10047799.0,22287564.0,710720.0,1217163067375.889
CH1SP1SE0WE1BP1RE0CO1DI0WO0CS0,105775528.0,1929494.0,12405545.0,18657163.0,780822.0,1241861627988.1794
CH1SP1SE0WE1BP1RE0CO1DI0WO0CS1,105652304.0,1725845.0,12129573.0,18616825.0,1424005.0,1245043654136.4365
CH1SP1SE0WE1BP1RE0CO1DI0WO1CS0,104806517.0,4241219.0,11996635.0,17904720.0,599461.0,1237094066854.362
CH1SP1SE0WE1BP1RE0CO1DI1WO0CS0,100569060.0,2608837.0,10122217.0,25233825.0,1014613.0,1217149710953.4683
